Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Female,Gender_Male,Type of Travel_Business travel,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction
57,1119,2,1,2,4,2,2,2,2,3,3,3,2,3,2,17,5.0,0,1,0,1,0,1,0,neutral or dissatisfied
40,641,5,4,4,3,1,4,1,1,5,4,5,4,5,1,0,0.0,0,1,1,0,1,0,0,satisfied
41,1416,2,2,2,2,5,4,4,4,4,4,4,3,4,4,0,0.0,0,1,1,0,1,0,0,satisfied
29,546,4,3,3,3,4,4,4,4,3,4,4,4,4,4,58,60.0,1,0,1,0,0,0,1,neutral or dissatisfied
17,528,1,5,1,1,5,1,5,5,5,4,5,4,4,5,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
30,223,2,4,2,2,5,2,5,5,5,2,4,3,5,5,27,16.0,0,1,0,1,0,1,0,neutral or dissatisfied
51,268,3,4,4,4,3,3,3,3,4,4,2,4,1,3,51,55.0,0,1,1,0,0,1,0,neutral or dissatisfied
55,1258,5,5,5,5,3,4,4,5,5,5,5,5,5,5,0,6.0,1,0,1,0,1,0,0,satisfied
41,762,1,5,5,5,2,3,3,1,1,1,1,4,1,2,33,45.0,0,1,1,0,1,0,0,neutral or dissatisfied
27,2380,2,5,2,5,2,2,2,2,2,1,3,2,2,2,0,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
41,2475,1,1,1,1,4,4,4,5,5,4,5,4,3,4,4,12.0,0,1,1,0,1,0,0,satisfied
30,642,3,2,3,2,3,3,3,3,1,4,3,3,3,3,0,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
56,1097,4,5,4,3,2,5,3,3,3,4,3,3,3,1,3,0.0,1,0,0,1,0,0,1,satisfied
34,868,3,3,3,2,1,3,1,1,3,2,3,2,2,1,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
16,395,4,4,4,1,5,4,5,5,3,2,4,3,5,5,81,90.0,0,1,0,1,1,0,0,neutral or dissatisfied
49,760,1,2,1,1,2,4,5,4,4,4,4,4,4,4,0,0.0,1,0,1,0,1,0,0,satisfied
59,451,4,4,4,1,4,4,4,4,4,5,4,3,4,4,6,0.0,1,0,1,0,1,0,0,satisfied
59,258,5,5,5,5,4,5,4,5,5,5,5,3,5,3,0,0.0,0,1,1,0,1,0,0,satisfied
16,229,3,1,3,3,2,3,2,2,2,5,4,3,4,2,0,0.0,1,0,1,0,0,1,0,neutral or dissatisfied
39,919,2,2,2,2,4,4,5,3,3,3,3,4,3,4,0,36.0,1,0,1,0,1,0,0,satisfied
48,528,3,5,3,1,4,4,5,3,3,3,3,4,3,5,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
44,425,2,5,2,3,2,2,2,2,3,5,3,1,2,2,0,0.0,0,1,1,0,0,1,0,neutral or dissatisfied
38,475,0,5,0,4,1,0,1,1,4,3,2,5,1,1,0,0.0,0,1,1,0,0,1,0,satisfied
37,641,1,4,1,4,4,1,2,4,4,2,5,4,5,4,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
27,3514,1,1,1,1,4,4,4,4,5,4,5,4,4,4,7,4.0,1,0,1,0,1,0,0,satisfied
30,547,3,2,4,3,3,4,2,3,2,5,2,1,2,3,0,6.0,0,1,1,0,0,1,0,neutral or dissatisfied
43,1532,3,5,3,2,5,3,5,5,3,2,5,5,4,5,5,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
57,1208,2,2,2,4,5,2,3,5,1,5,3,3,3,5,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
25,86,1,1,1,4,1,5,5,3,2,3,3,5,4,5,459,445.0,0,1,1,0,0,1,0,neutral or dissatisfied
51,544,4,4,4,4,4,4,4,4,3,3,5,3,1,4,53,31.0,0,1,0,1,0,1,0,neutral or dissatisfied
50,524,1,0,1,4,1,1,1,1,2,3,4,2,3,1,0,8.0,1,0,1,0,0,1,0,neutral or dissatisfied
44,1585,0,4,0,1,2,4,5,4,4,4,4,3,4,4,35,31.0,1,0,1,0,1,0,0,satisfied
63,1533,3,3,3,3,4,4,3,3,3,3,3,3,3,1,20,16.0,0,1,1,0,1,0,0,neutral or dissatisfied
59,2176,3,3,4,3,5,5,5,3,3,3,3,5,3,5,0,0.0,1,0,1,0,1,0,0,satisfied
56,1073,3,4,3,1,3,4,5,2,2,3,2,4,2,5,1,11.0,1,0,0,1,0,0,1,neutral or dissatisfied
39,1390,1,1,1,1,1,1,1,1,1,1,4,1,4,1,0,0.0,0,1,1,0,0,0,1,neutral or dissatisfied
51,101,3,3,3,5,4,2,2,2,2,3,1,4,2,1,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
18,228,4,4,4,4,1,4,1,1,1,1,3,3,3,1,0,0.0,1,0,1,0,0,1,0,neutral or dissatisfied
53,2565,1,1,1,3,3,1,1,3,2,3,3,3,3,3,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
45,3675,4,1,1,1,1,3,3,4,4,4,4,1,4,2,0,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
45,689,2,2,2,5,5,2,5,5,4,5,5,5,5,5,0,0.0,0,1,1,0,1,0,0,neutral or dissatisfied
16,266,1,4,1,2,2,1,2,2,4,3,5,4,4,2,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
34,1084,2,4,2,1,4,5,5,5,5,2,5,3,5,4,2,0.0,1,0,0,1,1,0,0,neutral or dissatisfied
46,1919,4,4,3,4,3,4,4,5,5,5,5,3,5,4,2,6.0,1,0,1,0,1,0,0,satisfied
51,908,3,4,3,3,1,3,4,4,4,3,4,4,4,4,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
22,3907,5,5,2,5,3,3,3,3,5,2,4,3,4,3,1,0.0,1,0,1,0,1,0,0,satisfied
31,1814,3,3,3,3,4,3,5,4,4,1,4,2,4,4,90,76.0,1,0,1,0,0,0,1,neutral or dissatisfied
12,296,2,5,2,4,4,2,4,4,3,4,5,4,5,4,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
38,296,3,3,3,4,3,4,4,2,4,4,3,4,2,4,240,224.0,0,1,0,1,1,0,0,neutral or dissatisfied
45,944,1,3,1,5,5,2,1,3,3,1,5,3,3,2,0,0.0,1,0,0,1,0,0,1,neutral or dissatisfied
42,343,3,5,3,3,4,2,5,5,5,5,5,5,5,5,0,0.0,0,1,1,0,1,0,0,satisfied
21,501,4,1,4,2,1,4,1,1,4,4,5,3,5,1,0,0.0,0,1,1,0,1,0,0,satisfied
27,1034,2,2,2,1,2,2,2,3,1,4,2,2,3,2,160,134.0,0,1,1,0,0,1,0,neutral or dissatisfied
43,231,1,3,3,3,1,1,1,1,2,1,3,3,4,1,0,0.0,0,1,1,0,0,1,0,neutral or dissatisfied
38,235,4,4,4,5,3,4,4,3,3,4,4,5,5,3,48,40.0,0,1,1,0,1,0,0,satisfied
49,261,3,5,3,4,2,3,2,2,4,1,3,4,2,2,2,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
55,2480,0,5,0,2,2,4,4,2,2,2,2,3,2,4,0,0.0,0,1,1,0,1,0,0,satisfied
35,3526,2,2,2,2,2,2,2,1,3,2,2,2,4,2,178,190.0,0,1,1,0,1,0,0,neutral or dissatisfied
52,163,2,5,5,5,1,4,4,2,2,2,2,3,2,2,0,0.0,1,0,1,0,0,1,0,satisfied
42,226,3,1,1,1,3,3,3,3,2,2,2,4,3,3,0,0.0,0,1,1,0,0,1,0,neutral or dissatisfied
46,1185,2,5,2,2,3,5,1,4,4,2,4,1,4,4,0,3.0,1,0,0,1,0,1,0,neutral or dissatisfied
54,119,2,4,2,4,3,3,4,4,4,2,4,3,4,4,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
57,201,0,5,0,3,2,1,4,5,5,3,3,4,5,5,15,1.0,0,1,1,0,1,0,0,satisfied
26,227,2,5,2,3,3,2,3,3,1,1,1,4,3,3,0,0.0,1,0,1,0,0,1,0,neutral or dissatisfied
33,1423,2,2,2,3,4,2,5,4,1,2,2,2,4,4,0,0.0,0,1,1,0,0,1,0,neutral or dissatisfied
35,2585,2,2,2,2,4,4,4,4,2,4,5,4,5,4,32,55.0,1,0,1,0,1,0,0,satisfied
54,2329,4,4,4,4,5,4,5,3,3,4,3,3,3,3,0,5.0,0,1,1,0,1,0,0,satisfied
41,680,2,5,2,5,4,2,4,4,5,1,1,1,4,4,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
50,627,1,3,1,4,4,4,4,2,2,1,2,3,2,4,0,0.0,0,1,0,1,1,0,0,neutral or dissatisfied
40,3200,3,3,3,3,2,5,4,4,4,4,4,4,4,4,0,0.0,1,0,1,0,1,0,0,satisfied
21,529,5,5,5,1,4,5,3,4,5,5,4,4,4,4,0,0.0,1,0,0,1,0,1,0,satisfied
64,1389,4,2,4,2,3,1,2,3,3,4,3,1,3,3,4,0.0,1,0,0,1,0,1,0,satisfied
37,227,4,3,3,3,4,3,4,4,2,3,1,4,1,4,0,0.0,0,1,1,0,0,1,0,satisfied
42,3784,4,4,4,4,4,4,4,4,2,4,5,4,3,4,0,0.0,0,1,1,0,1,0,0,satisfied
31,757,2,2,2,2,2,2,2,2,4,2,5,4,4,2,3,0.0,0,1,1,0,1,0,0,satisfied
35,140,5,3,3,3,5,4,5,5,1,5,4,3,5,5,0,0.0,0,1,1,0,0,0,1,satisfied
53,237,5,2,5,2,4,5,2,5,5,5,5,4,5,1,0,0.0,1,0,1,0,0,0,1,satisfied
38,542,2,4,2,4,2,2,2,2,5,5,4,5,4,2,2,1.0,0,1,0,1,0,1,0,neutral or dissatisfied
39,2336,5,5,5,5,3,4,4,5,5,5,5,5,5,4,0,0.0,1,0,1,0,1,0,0,satisfied
19,337,2,4,2,2,2,2,2,2,4,4,1,2,5,2,5,0.0,0,1,0,1,0,0,1,neutral or dissatisfied
13,657,3,4,3,4,3,3,3,3,2,1,4,1,4,3,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
20,369,5,3,5,4,1,5,1,1,5,2,4,4,4,1,0,0.0,0,1,1,0,1,0,0,satisfied
11,1542,4,5,4,1,2,4,2,2,4,5,3,4,4,2,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
41,936,3,3,3,3,5,5,5,4,4,4,4,4,4,4,0,0.0,0,1,1,0,1,0,0,satisfied
39,997,4,4,4,2,2,4,2,2,2,3,5,1,4,2,21,16.0,1,0,0,1,0,1,0,satisfied
49,160,4,1,1,1,4,4,2,3,3,4,3,2,3,2,0,0.0,1,0,1,0,0,1,0,satisfied
46,522,4,5,2,4,1,2,1,1,3,4,5,5,5,1,10,6.0,0,1,0,1,0,1,0,neutral or dissatisfied
42,814,3,3,3,1,5,3,1,5,5,5,5,4,4,5,0,0.0,0,1,1,0,1,0,0,neutral or dissatisfied
40,3906,5,5,5,5,2,4,4,5,5,5,5,5,5,4,7,1.0,0,1,1,0,1,0,0,satisfied
16,867,4,4,4,1,2,4,1,2,4,5,5,5,5,2,17,0.0,1,0,0,1,0,1,0,satisfied
33,2246,2,2,2,2,4,4,3,5,5,4,5,5,5,1,0,0.0,1,0,1,0,1,0,0,satisfied
49,2486,4,4,4,4,4,5,4,4,4,4,4,4,4,3,46,14.0,1,0,1,0,1,0,0,satisfied
62,406,2,5,5,5,2,3,4,2,2,2,2,1,2,1,2,7.0,1,0,1,0,1,0,0,neutral or dissatisfied
42,731,4,3,3,2,2,4,2,2,5,4,5,5,4,2,0,5.0,0,1,1,0,1,0,0,satisfied
22,308,3,2,3,3,3,3,1,3,2,5,3,3,4,3,14,12.0,1,0,1,0,0,1,0,neutral or dissatisfied
26,347,3,0,2,4,3,2,3,3,4,3,3,4,3,3,0,0.0,1,0,1,0,0,1,0,neutral or dissatisfied
44,463,3,4,3,4,3,4,3,1,1,3,1,1,1,2,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
26,353,2,1,3,3,2,3,2,2,1,5,3,2,4,2,31,32.0,0,1,0,1,0,0,1,neutral or dissatisfied
40,677,3,4,2,2,5,2,5,5,4,2,4,3,4,5,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
43,551,4,4,4,3,4,4,1,4,4,4,5,4,4,5,0,0.0,0,1,0,1,1,0,0,neutral or dissatisfied
20,237,1,5,0,2,1,0,4,1,5,2,4,4,5,1,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
48,3936,4,4,4,4,3,5,5,5,5,5,5,4,5,3,0,0.0,1,0,1,0,1,0,0,satisfied
72,1747,1,3,3,3,5,1,3,1,1,1,1,3,1,2,0,0.0,0,1,1,0,1,0,0,neutral or dissatisfied
58,163,1,4,0,4,2,0,2,2,3,3,4,2,4,2,2,7.0,0,1,0,1,0,1,0,neutral or dissatisfied
65,184,2,4,2,4,1,3,3,1,1,2,1,3,1,3,0,3.0,1,0,0,1,0,1,0,neutral or dissatisfied
10,2631,5,5,5,5,5,5,5,5,1,3,3,2,1,5,7,0.0,1,0,1,0,1,0,0,satisfied
37,108,5,5,5,3,2,5,2,2,5,3,5,3,4,2,0,0.0,1,0,1,0,1,0,0,satisfied
23,2402,0,5,1,4,1,1,1,1,5,5,4,3,5,1,0,0.0,1,0,0,1,0,1,0,satisfied
25,541,1,1,1,3,2,1,2,2,2,4,3,4,3,2,0,0.0,0,1,1,0,0,1,0,neutral or dissatisfied
25,338,1,0,1,3,3,1,3,3,3,2,5,4,5,3,0,6.0,1,0,1,0,1,0,0,neutral or dissatisfied
41,2695,3,3,3,3,3,4,4,5,5,5,5,5,5,5,15,12.0,0,1,1,0,1,0,0,satisfied
65,421,3,2,3,4,2,4,4,5,5,3,5,2,5,3,88,88.0,1,0,0,1,0,1,0,neutral or dissatisfied
47,329,2,2,2,2,2,5,1,2,2,2,2,5,2,1,0,0.0,1,0,1,0,0,1,0,satisfied
52,733,5,5,5,5,4,4,4,5,5,5,5,4,5,5,20,75.0,1,0,1,0,1,0,0,satisfied
18,872,3,3,3,3,3,5,5,1,2,3,3,5,2,5,168,165.0,0,1,1,0,0,1,0,neutral or dissatisfied
32,955,1,5,1,3,2,1,4,2,5,3,4,4,5,2,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
36,2873,4,4,3,4,4,1,5,5,5,5,5,2,5,2,0,0.0,1,0,1,0,1,0,0,satisfied
49,402,2,1,1,1,2,2,2,3,5,3,3,2,1,2,185,196.0,0,1,1,0,0,0,1,neutral or dissatisfied
16,723,2,5,2,4,2,2,2,2,3,4,5,2,4,2,41,38.0,1,0,0,1,0,1,0,neutral or dissatisfied
58,2120,2,2,2,2,2,4,4,4,4,4,5,5,4,5,0,0.0,1,0,1,0,1,0,0,satisfied
40,710,2,2,4,2,4,4,4,4,4,4,4,3,4,3,1,19.0,1,0,1,0,1,0,0,satisfied
37,772,2,3,3,3,4,3,3,2,2,1,2,4,2,2,0,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
51,532,5,5,5,5,5,5,5,5,1,2,3,4,1,5,0,0.0,0,1,1,0,0,1,0,satisfied
27,349,1,5,4,3,4,4,4,4,3,3,5,3,5,4,26,16.0,1,0,0,1,0,1,0,neutral or dissatisfied
23,1197,4,5,5,1,4,5,4,4,3,5,4,3,5,4,0,0.0,0,1,1,0,0,1,0,neutral or dissatisfied
15,666,5,5,5,3,5,5,5,5,4,5,3,2,5,5,0,0.0,1,0,1,0,0,1,0,satisfied
27,432,1,2,1,4,2,1,5,2,3,5,3,1,3,2,86,74.0,1,0,1,0,0,1,0,neutral or dissatisfied
17,710,3,4,2,3,3,2,3,3,4,2,5,5,5,3,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
13,413,2,4,2,4,2,2,2,2,4,1,3,1,4,2,4,1.0,1,0,0,1,0,1,0,neutral or dissatisfied
61,416,3,4,1,2,2,1,2,2,2,5,1,4,1,2,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
50,109,4,1,1,1,4,4,4,4,2,4,1,5,4,4,0,0.0,0,1,1,0,0,1,0,satisfied
47,925,3,4,4,1,3,5,4,5,5,4,3,3,5,3,2,1.0,1,0,0,1,0,1,0,neutral or dissatisfied
49,90,4,4,2,4,3,4,4,4,4,4,4,4,4,3,0,0.0,1,0,1,0,1,0,0,satisfied
28,237,2,5,2,4,1,2,1,1,3,2,4,5,4,1,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
37,1024,1,1,1,3,1,1,1,1,4,4,3,1,4,1,21,21.0,1,0,1,0,0,1,0,neutral or dissatisfied
29,337,1,5,1,2,3,1,3,3,3,1,5,3,1,3,0,28.0,0,1,0,1,0,1,0,neutral or dissatisfied
26,516,1,5,5,5,1,2,1,1,4,5,3,4,4,1,13,23.0,1,0,1,0,1,0,0,neutral or dissatisfied
44,312,5,5,5,5,5,4,5,5,5,5,5,4,5,4,0,0.0,0,1,1,0,1,0,0,satisfied
58,73,1,5,1,3,3,1,3,3,2,3,5,4,3,3,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
21,991,2,2,2,4,1,2,2,1,2,5,3,2,3,1,1,4.0,1,0,1,0,0,1,0,neutral or dissatisfied
43,1598,4,3,4,4,4,4,4,4,4,4,4,5,4,3,0,0.0,1,0,1,0,1,0,0,satisfied
29,3391,1,4,1,1,3,2,3,3,4,5,4,3,5,3,0,0.0,0,1,1,0,1,0,0,satisfied
26,216,1,4,1,4,4,1,4,4,2,4,3,2,3,4,0,0.0,1,0,1,0,0,1,0,neutral or dissatisfied
7,425,2,2,2,4,5,2,1,5,3,4,3,2,4,5,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
30,272,3,0,3,4,3,3,4,3,3,5,3,4,4,3,0,10.0,1,0,1,0,0,1,0,neutral or dissatisfied
53,2329,1,1,1,1,5,5,5,5,5,4,5,4,5,4,24,39.0,0,1,1,0,1,0,0,satisfied
43,967,3,5,3,3,2,3,2,2,3,3,5,5,5,2,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
9,224,3,3,3,4,3,3,3,3,2,5,4,3,4,3,1,22.0,0,1,0,1,0,1,0,neutral or dissatisfied
49,1096,3,3,3,3,2,4,4,4,4,4,4,5,4,4,40,43.0,1,0,1,0,1,0,0,satisfied
27,1618,5,5,5,3,4,5,4,4,3,3,5,4,4,4,0,0.0,1,0,1,0,1,0,0,satisfied
24,546,5,5,4,5,5,5,5,5,5,2,5,5,5,5,0,0.0,1,0,1,0,1,0,0,satisfied
10,1449,2,2,4,2,2,2,1,2,3,4,3,4,4,2,0,0.0,0,1,1,0,0,0,1,neutral or dissatisfied
52,406,4,3,3,3,4,4,4,4,4,4,3,5,3,4,0,0.0,0,1,1,0,0,1,0,satisfied
27,270,4,4,4,3,5,4,5,5,1,2,3,2,3,5,0,0.0,1,0,0,1,0,1,0,satisfied
79,272,3,4,4,4,4,3,2,3,3,3,3,2,3,2,0,0.0,1,0,1,0,0,0,1,neutral or dissatisfied
39,1679,3,3,3,3,4,5,4,4,4,4,4,4,4,5,42,34.0,0,1,1,0,1,0,0,satisfied
49,145,4,1,5,1,4,4,4,4,4,5,1,3,5,4,0,0.0,0,1,1,0,0,1,0,satisfied
30,1983,3,3,5,3,3,3,3,3,3,4,5,5,5,3,28,24.0,1,0,1,0,1,0,0,satisfied
41,770,1,2,2,2,3,3,4,1,1,1,1,2,1,1,15,15.0,1,0,1,0,0,0,1,neutral or dissatisfied
38,1691,2,2,2,2,3,1,3,5,5,5,5,3,5,5,0,0.0,0,1,1,0,1,0,0,satisfied
43,641,2,5,5,5,3,3,3,2,2,2,2,1,2,3,0,0.0,0,1,1,0,1,0,0,neutral or dissatisfied
53,1832,5,5,5,5,4,4,5,4,4,4,4,5,4,3,0,51.0,1,0,1,0,1,0,0,satisfied
49,780,2,5,2,4,4,5,4,2,2,2,2,4,2,5,0,4.0,1,0,0,1,0,1,0,neutral or dissatisfied
22,3435,3,3,3,3,4,4,4,4,5,3,4,4,1,4,33,22.0,0,1,1,0,1,0,0,satisfied
42,551,3,3,3,3,4,4,4,4,4,4,4,5,4,4,65,55.0,1,0,1,0,1,0,0,satisfied
55,1878,5,5,5,5,2,4,5,4,4,5,4,4,4,4,0,0.0,0,1,1,0,1,0,0,satisfied
23,1999,2,3,1,1,2,1,2,2,2,1,5,3,1,2,14,24.0,1,0,0,1,0,1,0,neutral or dissatisfied
38,926,3,2,2,2,3,3,3,2,5,4,4,3,4,3,157,146.0,0,1,1,0,0,1,0,neutral or dissatisfied
11,1598,2,3,2,3,2,2,2,2,3,2,3,3,4,2,3,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
59,948,3,2,3,3,4,3,4,4,4,4,1,1,3,4,25,15.0,0,1,0,1,0,1,0,neutral or dissatisfied
28,284,3,5,5,5,3,3,3,3,3,5,4,3,4,3,35,36.0,1,0,1,0,1,0,0,neutral or dissatisfied
69,2810,4,4,4,4,5,5,4,4,4,5,4,5,4,3,0,9.0,0,1,1,0,1,0,0,satisfied
21,1036,3,1,4,3,5,4,5,5,1,4,2,3,3,5,69,49.0,1,0,0,1,0,1,0,neutral or dissatisfied
31,371,3,4,1,4,2,1,2,2,2,5,4,4,3,2,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
24,852,1,1,1,2,2,1,2,2,3,5,2,4,3,2,29,20.0,1,0,1,0,0,1,0,neutral or dissatisfied
57,4963,1,1,1,1,4,4,4,3,4,5,5,4,3,4,12,0.0,1,0,1,0,1,0,0,satisfied
8,948,1,3,1,2,5,1,2,5,5,5,3,2,1,5,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
30,409,2,5,2,1,2,2,2,2,5,3,5,4,5,2,0,0.0,1,0,0,1,0,0,1,neutral or dissatisfied
50,1050,3,1,1,1,4,3,2,3,3,3,3,4,3,4,0,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
60,950,2,2,1,2,5,5,5,5,5,5,5,5,5,5,0,17.0,0,1,1,0,1,0,0,satisfied
48,1011,1,3,3,3,1,1,1,1,4,2,2,1,2,1,0,4.0,0,1,1,0,0,1,0,neutral or dissatisfied
44,209,2,3,0,2,4,0,4,4,2,2,2,2,3,4,0,0.0,0,1,0,1,0,0,1,neutral or dissatisfied
40,581,5,5,5,5,2,2,2,3,2,5,4,2,4,2,211,213.0,1,0,1,0,1,0,0,satisfied
26,1092,3,3,3,3,5,3,5,5,3,3,5,4,4,5,0,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
37,507,2,3,2,1,1,2,5,1,1,2,4,3,2,1,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
21,296,1,2,1,4,1,1,1,1,3,5,4,2,4,1,0,0.0,1,0,1,0,0,1,0,neutral or dissatisfied
44,1440,4,4,4,4,5,4,4,4,4,4,4,3,4,3,0,0.0,1,0,1,0,1,0,0,satisfied
25,2803,1,3,3,3,1,1,1,1,4,5,3,2,4,1,10,14.0,0,1,1,0,1,0,0,neutral or dissatisfied
11,773,5,4,5,3,2,5,2,2,4,2,1,1,2,2,0,0.0,1,0,0,1,0,1,0,satisfied
56,549,4,1,4,3,3,4,3,3,4,1,3,3,2,3,2,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
21,745,3,3,3,3,5,5,5,5,5,3,5,5,4,5,0,0.0,1,0,1,0,1,0,0,satisfied
47,834,2,2,2,2,2,1,4,4,4,4,4,3,4,3,7,12.0,0,1,1,0,1,0,0,satisfied
28,334,2,4,1,3,4,1,4,4,4,2,4,1,3,4,2,6.0,1,0,1,0,0,1,0,neutral or dissatisfied
51,2293,5,5,5,5,2,4,5,4,4,4,4,4,4,4,0,0.0,1,0,1,0,1,0,0,satisfied
35,1947,4,5,4,3,1,4,1,1,5,2,4,4,5,1,2,0.0,0,1,0,1,0,1,0,satisfied
45,604,2,2,1,2,4,1,4,4,2,4,3,1,3,4,4,23.0,0,1,0,1,0,1,0,neutral or dissatisfied
34,302,4,4,4,3,2,4,1,2,2,2,4,3,4,2,6,0.0,0,1,1,0,0,1,0,neutral or dissatisfied
25,338,4,4,4,4,5,5,5,5,5,4,5,5,4,5,0,0.0,0,1,1,0,1,0,0,satisfied
58,1066,3,4,3,3,3,4,4,3,3,3,2,3,3,4,33,36.0,1,0,0,1,0,1,0,neutral or dissatisfied
39,1114,2,2,2,2,2,2,2,2,2,2,4,2,4,2,0,0.0,1,0,1,0,0,0,1,neutral or dissatisfied
46,2574,5,5,5,5,2,5,3,5,5,5,5,5,5,4,0,0.0,1,0,1,0,1,0,0,satisfied
44,1428,3,3,2,3,4,4,5,4,4,4,4,5,4,2,88,69.0,0,1,1,0,1,0,0,satisfied
69,844,3,4,3,3,3,4,5,3,3,3,3,3,3,4,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
50,2256,4,1,1,1,4,2,2,4,4,4,4,1,4,3,4,0.0,0,1,1,0,1,0,0,neutral or dissatisfied
29,134,2,3,0,3,5,0,5,5,3,5,3,2,4,5,0,0.0,0,1,0,1,0,0,1,neutral or dissatisfied
21,237,2,3,2,3,2,2,2,2,3,3,4,3,4,2,0,0.0,1,0,1,0,0,1,0,neutral or dissatisfied
24,2124,4,2,3,3,4,4,4,4,3,2,3,3,3,4,0,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
69,106,1,4,1,3,2,1,2,2,5,3,5,4,5,2,27,25.0,0,1,0,1,0,1,0,neutral or dissatisfied
60,930,1,5,1,2,5,4,5,3,3,1,3,4,3,4,3,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
17,237,3,4,0,4,2,0,2,2,4,5,5,4,5,2,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
50,1242,1,3,3,3,2,1,2,2,3,5,3,2,4,2,111,97.0,0,1,1,0,0,1,0,neutral or dissatisfied
34,860,3,3,3,1,3,3,3,3,1,5,2,1,5,3,0,0.0,0,1,1,0,0,1,0,neutral or dissatisfied
53,238,0,0,0,4,3,5,4,1,1,1,1,1,1,1,0,0.0,1,0,1,0,1,0,0,satisfied
48,628,2,2,2,3,4,2,4,4,4,4,4,3,4,4,0,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
52,2312,1,1,1,1,2,5,4,4,4,4,4,4,4,4,0,0.0,1,0,1,0,1,0,0,satisfied
59,857,3,4,3,3,5,3,5,5,3,4,4,5,5,5,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
53,1430,2,4,4,4,2,2,2,2,2,4,4,3,4,2,23,31.0,0,1,1,0,0,1,0,neutral or dissatisfied
59,164,4,0,3,5,4,3,4,4,5,2,1,2,5,4,0,0.0,0,1,1,0,0,1,0,neutral or dissatisfied
37,1119,2,2,1,2,5,5,5,4,4,4,4,5,4,5,0,0.0,0,1,1,0,1,0,0,satisfied
51,1839,4,4,5,4,2,4,5,5,5,5,5,4,5,5,0,0.0,0,1,1,0,1,0,0,satisfied
51,404,5,5,5,5,2,5,5,4,4,5,4,3,4,3,0,0.0,0,1,1,0,1,0,0,satisfied
65,340,3,3,3,3,2,5,5,4,4,4,4,5,4,3,0,0.0,0,1,1,0,1,0,0,satisfied
38,495,1,1,1,1,3,4,4,5,5,5,5,5,5,3,11,10.0,0,1,1,0,1,0,0,satisfied
58,925,5,5,5,5,5,5,4,3,3,3,3,5,3,4,24,29.0,1,0,1,0,1,0,0,satisfied
39,127,2,3,3,3,3,4,3,1,1,1,2,3,1,2,19,7.0,1,0,1,0,1,0,0,neutral or dissatisfied
57,3481,2,2,4,2,4,5,5,4,4,4,4,4,4,3,0,0.0,1,0,1,0,1,0,0,satisfied
